,home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_won,dif_inter_match_lost,dif_inter_match_tie,dif_inter_goals_sco,dif_inter_goals_con,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_sco,dif_wc_goals_con,status
186,Uruguay,0,1,Argentina,0,-69.0,-128.0,84.0,-25.0,-386.0,115.0,-25.0,-19.0,-3.0,-3.0,-50.0,-19.0,3
187,Germany,3,1,Hungary,0,581.0,388.0,68.0,125.0,1441.0,496.0,77.0,52.0,8.0,17.0,139.0,68.0,1
188,Belgium,2,3,France,0,-53.0,-68.0,28.0,-13.0,-78.0,104.0,-18.0,-14.0,0.0,-4.0,-52.0,-5.0,3
189,Catalonia,0,2,Spain,0,-648.0,-388.0,-108.0,-152.0,-1341.0,-533.0,-63.0,-30.0,-18.0,-15.0,-99.0,-72.0,3
190,Republic of Ireland,4,4,Belgium,0,-484.0,-259.0,-147.0,-78.0,-1065.0,-762.0,-35.0,-18.0,-16.0,-1.0,-58.0,-62.0,2
191,Mexico,3,2,Cuba,0,805.0,446.0,171.0,188.0,1491.0,705.0,54.0,15.0,26.0,13.0,55.0,86.0,1
192,France,0,1,Switzerland,0,12.0,120.0,-106.0,-2.0,269.0,-264.0,29.0,22.0,2.0,5.0,70.0,13.0,3
193,Luxembourg,1,9,Germany,0,-716.0,-496.0,-47.0,-173.0,-1883.0,-494.0,-109.0,-67.0,-22.0,-20.0,-226.0,-125.0,3
194,Mexico,5,0,Cuba,0,805.0,446.0,171.0,188.0,1491.0,705.0,54.0,15.0,26.0,13.0,55.0,86.0,1
195,Netherlands,9,3,Belgium,0,14.0,58.0,-56.0,12.0,246.0,-203.0,2.0,7.0,-8.0,3.0,18.0,-24.0,1
196,Spain,9,0,Portugal,0,50.0,93.0,-53.0,10.0,313.0,-120.0,33.0,16.0,8.0,9.0,50.0,37.0,1
197,Mexico,4,1,Cuba,0,805.0,446.0,171.0,188.0,1491.0,705.0,54.0,15.0,26.0,13.0,55.0,86.0,1
198,Portugal,1,2,Spain,0,-50.0,-93.0,53.0,-10.0,-313.0,120.0,-33.0,-16.0,-8.0,-9.0,-50.0,-37.0,3
199,France,1,2,Czechoslovakia,0,629.0,323.0,174.0,132.0,1136.0,819.0,36.0,23.0,5.0,8.0,76.0,32.0,3
200,Switzerland,2,3,Austria,0,545.0,198.0,220.0,127.0,773.0,866.0,8.0,0.0,4.0,4.0,7.0,17.0,3
201,Netherlands,5,2,Republic of Ireland,0,498.0,317.0,91.0,90.0,1311.0,559.0,37.0,25.0,8.0,4.0,76.0,38.0,1
202,England,3,0,Scotland,0,558.0,393.0,29.0,136.0,1538.0,362.0,46.0,25.0,7.0,14.0,66.0,23.0,1
203,Luxembourg,1,6,France,0,-649.0,-393.0,-94.0,-162.0,-1345.0,-537.0,-66.0,-34.0,-19.0,-13.0,-120.0,-77.0,3
204,Belgium,2,4,Netherlands,0,-14.0,-58.0,56.0,-12.0,-246.0,203.0,-2.0,-7.0,8.0,-3.0,-18.0,24.0,3
205,Hungary,2,1,England,0,-683.0,-448.0,-66.0,-169.0,-1654.0,-438.0,-37.0,-14.0,-5.0,-18.0,-4.0,-7.0,1
206,Netherlands,4,5,France,0,-39.0,-10.0,-28.0,-1.0,168.0,-99.0,-16.0,-7.0,-8.0,-1.0,-34.0,-29.0,3
207,Japan,1,7,Indonesia,0,556.0,310.0,114.0,132.0,1086.0,492.0,20.0,5.0,10.0,5.0,20.0,23.0,3
208,Czechoslovakia,2,1,England,0,-798.0,-486.0,-125.0,-187.0,-1887.0,-718.0,-39.0,-18.0,-5.0,-16.0,-47.0,-19.0,1
209,China PR,4,3,Japan,0,-469.0,-282.0,-94.0,-93.0,-989.0,-453.0,-21.0,-5.0,-11.0,-5.0,-20.0,-29.0,1
210,Denmark,4,2,Poland,0,-4.0,22.0,16.0,-42.0,75.0,11.0,-14.0,-7.0,-7.0,0.0,-16.0,-19.0,1
211,Sweden,4,2,Poland,0,-443.0,-206.0,-112.0,-125.0,-811.0,-537.0,17.0,3.0,6.0,8.0,34.0,28.0,1
212,Mexico,2,4,United States,0,173.0,139.0,-19.0,53.0,490.0,-2.0,24.0,8.0,8.0,8.0,23.0,36.0,3
213,Yugoslavia,8,4,Brazil,0,-746.0,-511.0,-85.0,-150.0,-1697.0,-545.0,-72.0,-57.0,-5.0,-10.0,-169.0,-59.0,1
214,Denmark,3,5,Sweden,0,439.0,228.0,128.0,83.0,886.0,548.0,-31.0,-10.0,-13.0,-8.0,-50.0,-47.0,3
215,Catalonia,2,1,Brazil,0,-890.0,-572.0,-134.0,-184.0,-1975.0,-760.0,-109.0,-73.0,-18.0,-18.0,-229.0,-105.0,1
216,Catalonia,2,2,Brazil,0,-890.0,-572.0,-134.0,-184.0,-1975.0,-760.0,-109.0,-73.0,-18.0,-18.0,-229.0,-105.0,2
217,Finland,2,1,Denmark,0,-574.0,-334.0,-123.0,-117.0,-1246.0,-563.0,-20.0,-9.0,-6.0,-5.0,-30.0,-26.0,1
218,Uruguay,2,2,Argentina,0,-69.0,-128.0,84.0,-25.0,-386.0,115.0,-25.0,-19.0,-3.0,-3.0,-50.0,-19.0,2
219,Argentina,1,0,Uruguay,0,69.0,128.0,-84.0,25.0,386.0,-115.0,25.0,19.0,3.0,3.0,50.0,19.0,1
220,Yugoslavia,4,1,Poland,0,-652.0,-281.0,-198.0,-173.0,-1082.0,-833.0,3.0,0.0,0.0,3.0,14.0,1.0,1
221,Poland,2,5,Germany,0,-60.0,-157.0,72.0,25.0,-594.0,85.0,-75.0,-51.0,-9.0,-15.0,-180.0,-80.0,3
222,Norway,3,1,Denmark,0,-533.0,-299.0,-127.0,-107.0,-1124.0,-543.0,-12.0,-7.0,-3.0,-2.0,-23.0,-18.0,1
223,Wales,0,4,England,0,-291.0,-345.0,135.0,-81.0,-1338.0,161.0,-64.0,-28.0,-18.0,-18.0,-87.0,-60.0,3
224,Denmark,2,5,Germany,0,-64.0,-135.0,88.0,-17.0,-519.0,96.0,-89.0,-58.0,-16.0,-15.0,-196.0,-99.0,3
225,Latvia,2,6,Poland,0,-755.0,-346.0,-206.0,-203.0,-1354.0,-951.0,-34.0,-16.0,-13.0,-5.0,-46.0,-45.0,3
226,Poland,3,3,Romania,0,618.0,292.0,178.0,148.0,1163.0,796.0,13.0,8.0,5.0,0.0,16.0,13.0,2
227,Switzerland,2,2,Czechoslovakia,0,617.0,203.0,280.0,134.0,867.0,1083.0,7.0,1.0,3.0,3.0,6.0,19.0,2
228,Switzerland,2,4,Netherlands,0,27.0,-110.0,134.0,3.0,-437.0,363.0,-13.0,-15.0,6.0,-4.0,-36.0,16.0,3
229,Austria,3,0,Switzerland,0,-545.0,-198.0,-220.0,-127.0,-773.0,-866.0,-8.0,0.0,-4.0,-4.0,-7.0,-17.0,1
230,England,3,2,Italy,0,619.0,403.0,104.0,112.0,1615.0,571.0,-14.0,-16.0,2.0,0.0,-37.0,-13.0,1
231,Scotland,3,2,Wales,0,-267.0,-48.0,-164.0,-55.0,-200.0,-523.0,18.0,3.0,11.0,4.0,21.0,37.0,1
232,France,3,2,Yugoslavia,0,645.0,335.0,173.0,137.0,1138.0,791.0,29.0,18.0,6.0,5.0,60.0,31.0,1
233,Argentina,4,1,Chile,0,530.0,408.0,-16.0,138.0,1299.0,277.0,48.0,32.0,8.0,8.0,97.0,44.0,1
234,Peru,0,1,Uruguay,0,-571.0,-304.0,-125.0,-142.0,-1056.0,-597.0,-38.0,-19.0,-10.0,-9.0,-66.0,-41.0,3
235,Chile,1,2,Uruguay,0,-461.0,-280.0,-68.0,-113.0,-913.0,-392.0,-23.0,-13.0,-5.0,-5.0,-47.0,-25.0,3
236,Peru,1,4,Argentina,0,-640.0,-432.0,-41.0,-167.0,-1442.0,-482.0,-63.0,-38.0,-13.0,-12.0,-116.0,-60.0,3
237,Spain,2,0,France,0,-141.0,-8.0,-114.0,-19.0,-75.0,-473.0,-3.0,-4.0,-1.0,2.0,-21.0,-5.0,1
238,Argentina,0,3,Uruguay,0,69.0,128.0,-84.0,25.0,386.0,-115.0,25.0,19.0,3.0,3.0,50.0,19.0,3
239,Germany,4,0,Switzerland,0,79.0,223.0,-153.0,9.0,807.0,-307.0,72.0,55.0,5.0,12.0,176.0,61.0,1
240,England,2,1,Northern Ireland,0,664.0,509.0,1.0,154.0,1882.0,248.0,56.0,26.0,14.0,16.0,78.0,41.0,1
241,Italy,2,1,France,0,-450.0,-240.0,-153.0,-57.0,-864.0,-672.0,17.0,11.0,-2.0,8.0,8.0,0.0,1
242,Netherlands,2,3,Germany,0,-106.0,-113.0,19.0,-12.0,-370.0,-56.0,-59.0,-40.0,-11.0,-8.0,-140.0,-77.0,3
243,Czechoslovakia,3,1,Switzerland,0,-617.0,-203.0,-280.0,-134.0,-867.0,-1083.0,-7.0,-1.0,-3.0,-3.0,-6.0,-19.0,1
244,France,1,3,Germany,0,-67.0,-103.0,47.0,-11.0,-538.0,43.0,-43.0,-33.0,-3.0,-7.0,-106.0,-48.0,3
245,Wales,3,1,Northern Ireland,0,373.0,164.0,136.0,73.0,544.0,409.0,-8.0,-2.0,-4.0,-2.0,-9.0,-19.0,1
246,Netherlands,4,2,Belgium,0,14.0,58.0,-56.0,12.0,246.0,-203.0,2.0,7.0,-8.0,3.0,18.0,-24.0,1
247,Scotland,2,0,England,0,-558.0,-393.0,-29.0,-136.0,-1538.0,-362.0,-46.0,-25.0,-7.0,-14.0,-66.0,-23.0,1
248,Belgium,1,1,France,0,-53.0,-68.0,28.0,-13.0,-78.0,104.0,-18.0,-14.0,0.0,-4.0,-52.0,-5.0,2
249,Switzerland,6,2,Hungary,0,502.0,165.0,221.0,116.0,634.0,803.0,5.0,-3.0,3.0,5.0,-37.0,7.0,1
250,Belgium,1,6,Germany,0,-120.0,-171.0,75.0,-24.0,-616.0,147.0,-61.0,-47.0,-3.0,-11.0,-158.0,-53.0,3
251,Portugal,3,3,Spain,0,-50.0,-93.0,53.0,-10.0,-313.0,120.0,-33.0,-16.0,-8.0,-9.0,-50.0,-37.0,2
252,Switzerland,1,0,Republic of Ireland,0,525.0,207.0,225.0,93.0,874.0,922.0,24.0,10.0,14.0,0.0,40.0,54.0,1
253,Germany,3,1,Republic of Ireland,0,604.0,430.0,72.0,102.0,1681.0,615.0,96.0,65.0,19.0,12.0,216.0,115.0,1
254,Austria,5,2,Poland,0,-564.0,-264.0,-139.0,-161.0,-986.0,-644.0,-5.0,-4.0,0.0,-1.0,-3.0,2.0,1
255,Belgium,0,2,Netherlands,0,-14.0,-58.0,56.0,-12.0,-246.0,203.0,-2.0,-7.0,8.0,-3.0,-18.0,24.0,3
256,Germany,1,2,Spain,0,208.0,111.0,67.0,30.0,613.0,430.0,46.0,37.0,4.0,5.0,127.0,53.0,3
257,Netherlands,0,1,England,0,-208.0,-173.0,21.0,-56.0,-583.0,2.0,-19.0,-2.0,-8.0,-9.0,-5.0,-16.0,3
258,France,2,0,Hungary,0,514.0,285.0,115.0,114.0,903.0,539.0,34.0,19.0,5.0,10.0,33.0,20.0,1
259,United States,1,5,Scotland,0,274.0,139.0,82.0,53.0,384.0,290.0,10.0,4.0,7.0,-1.0,12.0,21.0,3
260,Germany,2,1,Czechoslovakia,0,696.0,426.0,127.0,143.0,1674.0,776.0,79.0,56.0,8.0,15.0,182.0,80.0,1
261,Belgium,2,2,Switzerland,0,-41.0,52.0,-78.0,-15.0,191.0,-160.0,11.0,8.0,2.0,1.0,18.0,8.0,2
262,United States,1,4,Scotland,0,274.0,139.0,82.0,53.0,384.0,290.0,10.0,4.0,7.0,-1.0,12.0,21.0,3
263,Sweden,3,1,Denmark,0,-439.0,-228.0,-128.0,-83.0,-886.0,-548.0,31.0,10.0,13.0,8.0,50.0,47.0,1
264,Denmark,1,0,Norway,0,533.0,299.0,127.0,107.0,1124.0,543.0,12.0,7.0,3.0,2.0,23.0,18.0,1
265,Norway,1,1,Germany,0,-597.0,-434.0,-39.0,-124.0,-1643.0,-447.0,-101.0,-65.0,-19.0,-17.0,-219.0,-117.0,2
266,Sweden,3,1,Germany,0,-503.0,-363.0,-40.0,-100.0,-1405.0,-452.0,-58.0,-48.0,-3.0,-7.0,-146.0,-52.0,1
267,Uruguay,1,1,Argentina,0,-69.0,-128.0,84.0,-25.0,-386.0,115.0,-25.0,-19.0,-3.0,-3.0,-50.0,-19.0,2
268,Argentina,3,0,Uruguay,0,69.0,128.0,-84.0,25.0,386.0,-115.0,25.0,19.0,3.0,3.0,50.0,19.0,1
269,Germany,6,0,Finland,0,638.0,469.0,35.0,134.0,1765.0,467.0,109.0,67.0,22.0,20.0,226.0,125.0,1
270,Luxembourg,0,1,Germany,0,-716.0,-496.0,-47.0,-173.0,-1883.0,-494.0,-109.0,-67.0,-22.0,-20.0,-226.0,-125.0,3
271,Poland,2,3,Yugoslavia,0,652.0,281.0,198.0,173.0,1082.0,833.0,-3.0,0.0,0.0,-3.0,-14.0,-1.0,3
272,Germany,4,2,Romania,0,678.0,449.0,106.0,123.0,1757.0,711.0,88.0,59.0,14.0,15.0,196.0,93.0,1
273,Germany,5,0,Estonia,0,793.0,497.0,120.0,176.0,1937.0,804.0,109.0,67.0,22.0,20.0,226.0,125.0,1
274,Germany,1,0,Poland,0,60.0,157.0,-72.0,-25.0,594.0,-85.0,75.0,51.0,9.0,15.0,180.0,80.0,1
275,Poland,3,3,Latvia,0,755.0,346.0,206.0,203.0,1354.0,951.0,34.0,16.0,13.0,5.0,46.0,45.0,2
276,Wales,1,1,Scotland,0,267.0,48.0,164.0,55.0,200.0,523.0,-18.0,-3.0,-11.0,-4.0,-21.0,-37.0,2
277,Denmark,5,1,Finland,0,574.0,334.0,123.0,117.0,1246.0,563.0,20.0,9.0,6.0,5.0,30.0,26.0,1
278,Poland,1,0,Austria,0,564.0,264.0,139.0,161.0,986.0,644.0,5.0,4.0,0.0,1.0,3.0,-2.0,1
279,Germany,3,0,Latvia,0,815.0,503.0,134.0,178.0,1948.0,866.0,109.0,67.0,22.0,20.0,226.0,125.0,1
280,Northern Ireland,1,3,England,0,-664.0,-509.0,-1.0,-154.0,-1882.0,-248.0,-56.0,-26.0,-14.0,-16.0,-78.0,-41.0,3
281,Germany,4,2,Bulgaria,0,660.0,447.0,80.0,133.0,1740.0,636.0,83.0,64.0,7.0,12.0,204.0,72.0,1
282,Switzerland,2,1,France,0,-12.0,-120.0,106.0,2.0,-269.0,264.0,-29.0,-22.0,-2.0,-5.0,-70.0,-13.0,1
283,Netherlands,3,0,Denmark,0,-42.0,22.0,-69.0,5.0,149.0,-152.0,30.0,18.0,5.0,7.0,56.0,22.0,1
284,Romania,4,1,Poland,0,-618.0,-292.0,-178.0,-148.0,-1163.0,-796.0,-13.0,-8.0,-5.0,0.0,-16.0,-13.0,1
285,Switzerland,2,0,Norway,0,518.0,211.0,192.0,115.0,836.0,754.0,29.0,10.0,14.0,5.0,43.0,56.0,1
286,France,2,0,Sweden,0,436.0,260.0,87.0,89.0,867.0,495.0,15.0,15.0,0.0,0.0,40.0,4.0,1
287,Hungary,6,1,Switzerland,0,-502.0,-165.0,-221.0,-116.0,-634.0,-803.0,-5.0,3.0,-3.0,-5.0,37.0,-7.0,1
288,Belgium,5,1,Sweden,0,383.0,192.0,115.0,76.0,789.0,599.0,-3.0,1.0,0.0,-4.0,-12.0,-1.0,1
289,England,3,0,Germany,0,102.0,60.0,-2.0,44.0,213.0,-58.0,-40.0,-38.0,-3.0,1.0,-135.0,-61.0,1
290,Republic of Ireland,3,5,Netherlands,0,-498.0,-317.0,-91.0,-90.0,-1311.0,-559.0,-37.0,-25.0,-8.0,-4.0,-76.0,-38.0,3
291,France,1,6,Netherlands,0,39.0,10.0,28.0,1.0,-168.0,99.0,16.0,7.0,8.0,1.0,34.0,29.0,3
292,Spain,4,5,Austria,0,416.0,310.0,0.0,106.0,967.0,129.0,34.0,18.0,5.0,11.0,56.0,25.0,3
293,Portugal,2,3,Austria,0,366.0,217.0,53.0,96.0,654.0,249.0,1.0,2.0,-3.0,2.0,6.0,-12.0,3
294,England,1,2,Wales,0,291.0,345.0,-135.0,81.0,1338.0,-161.0,64.0,28.0,18.0,18.0,87.0,60.0,3
295,France,0,3,Czechoslovakia,0,629.0,323.0,174.0,132.0,1136.0,819.0,36.0,23.0,5.0,8.0,76.0,32.0,3
296,Belgium,0,2,Poland,0,-60.0,-14.0,3.0,-49.0,-22.0,62.0,14.0,4.0,6.0,4.0,22.0,27.0,3
297,Spain,1,2,Germany,0,-208.0,-111.0,-67.0,-30.0,-613.0,-430.0,-46.0,-37.0,-4.0,-5.0,-127.0,-53.0,3
298,Portugal,1,3,Germany,0,-258.0,-204.0,-14.0,-40.0,-926.0,-310.0,-79.0,-53.0,-12.0,-14.0,-177.0,-90.0,3
299,France,3,0,Belgium,0,53.0,68.0,-28.0,13.0,78.0,-104.0,18.0,14.0,0.0,4.0,52.0,5.0,1
300,Northern Ireland,3,2,Wales,0,-373.0,-164.0,-136.0,-73.0,-544.0,-409.0,8.0,2.0,4.0,2.0,9.0,19.0,1
301,Hungary,3,2,Germany,0,-581.0,-388.0,-68.0,-125.0,-1441.0,-496.0,-77.0,-52.0,-8.0,-17.0,-139.0,-68.0,1
302,Republic of Ireland,1,0,Switzerland,0,-525.0,-207.0,-225.0,-93.0,-874.0,-922.0,-24.0,-10.0,-14.0,0.0,-40.0,-54.0,1
303,Netherlands,8,0,Belgium,0,14.0,58.0,-56.0,12.0,246.0,-203.0,2.0,7.0,-8.0,3.0,18.0,-24.0,1
304,England,1,1,Scotland,0,558.0,393.0,29.0,136.0,1538.0,362.0,46.0,25.0,7.0,14.0,66.0,23.0,2
305,Switzerland,1,2,Italy,0,438.0,120.0,259.0,59.0,595.0,936.0,-46.0,-33.0,0.0,-13.0,-78.0,-13.0,3
306,Belgium,1,1,Netherlands,0,-14.0,-58.0,56.0,-12.0,-246.0,203.0,-2.0,-7.0,8.0,-3.0,-18.0,24.0,2
307,Switzerland,0,2,Spain,0,129.0,-112.0,220.0,21.0,-194.0,737.0,-26.0,-18.0,-1.0,-7.0,-49.0,-8.0,3
308,Austria,2,1,England,0,-726.0,-481.0,-65.0,-180.0,-1793.0,-501.0,-40.0,-17.0,-6.0,-17.0,-48.0,-17.0,1
309,Belgium,3,2,England,0,-222.0,-231.0,77.0,-68.0,-829.0,205.0,-21.0,-9.0,0.0,-12.0,-23.0,8.0,1
310,Switzerland,1,1,Belgium,0,41.0,-52.0,78.0,15.0,-191.0,160.0,-11.0,-8.0,-2.0,-1.0,-18.0,-8.0,2
311,Denmark,4,3,Sweden,0,439.0,228.0,128.0,83.0,886.0,548.0,-31.0,-10.0,-13.0,-8.0,-50.0,-47.0,1
312,Norway,1,2,Switzerland,0,-518.0,-211.0,-192.0,-115.0,-836.0,-754.0,-29.0,-10.0,-14.0,-5.0,-43.0,-56.0,3
313,Sweden,5,2,Switzerland,0,-424.0,-140.0,-193.0,-91.0,-598.0,-759.0,14.0,7.0,2.0,5.0,30.0,9.0,1
314,Finland,1,4,Denmark,0,-574.0,-334.0,-123.0,-117.0,-1246.0,-563.0,-20.0,-9.0,-6.0,-5.0,-30.0,-26.0,3
315,New Zealand,1,7,Australia,0,-401.0,-244.0,-62.0,-95.0,-955.0,-284.0,-10.0,-2.0,-7.0,-1.0,-9.0,-17.0,3
316,New Zealand,0,10,Australia,0,-401.0,-244.0,-62.0,-95.0,-955.0,-284.0,-10.0,-2.0,-7.0,-1.0,-9.0,-17.0,3
317,New Zealand,1,4,Australia,0,-401.0,-244.0,-62.0,-95.0,-955.0,-284.0,-10.0,-2.0,-7.0,-1.0,-9.0,-17.0,3
318,Argentina,1,0,Uruguay,0,69.0,128.0,-84.0,25.0,386.0,-115.0,25.0,19.0,3.0,3.0,50.0,19.0,1
319,Latvia,3,3,Poland,0,-755.0,-346.0,-206.0,-203.0,-1354.0,-951.0,-34.0,-16.0,-13.0,-5.0,-46.0,-45.0,2
320,Yugoslavia,9,3,Poland,0,-652.0,-281.0,-198.0,-173.0,-1082.0,-833.0,3.0,0.0,0.0,3.0,14.0,1.0,1
321,Poland,1,1,Germany,0,-60.0,-157.0,72.0,25.0,-594.0,85.0,-75.0,-51.0,-9.0,-15.0,-180.0,-80.0,2
322,Norway,3,3,Denmark,0,-533.0,-299.0,-127.0,-107.0,-1124.0,-543.0,-12.0,-7.0,-3.0,-2.0,-23.0,-18.0,2
323,Uruguay,2,1,Argentina,0,-69.0,-128.0,84.0,-25.0,-386.0,115.0,-25.0,-19.0,-3.0,-3.0,-50.0,-19.0,1
324,Czechoslovakia,1,2,Germany,0,-696.0,-426.0,-127.0,-143.0,-1674.0,-776.0,-79.0,-56.0,-8.0,-15.0,-182.0,-80.0,3
325,Germany,7,2,Luxembourg,0,716.0,496.0,47.0,173.0,1883.0,494.0,109.0,67.0,22.0,20.0,226.0,125.0,1
326,Denmark,2,1,Poland,0,-4.0,22.0,16.0,-42.0,75.0,11.0,-14.0,-7.0,-7.0,0.0,-16.0,-19.0,1
327,Scotland,2,0,Germany,0,-456.0,-333.0,-31.0,-92.0,-1325.0,-420.0,-86.0,-63.0,-10.0,-13.0,-201.0,-84.0,1
328,Republic of Ireland,5,2,Germany,0,-604.0,-430.0,-72.0,-102.0,-1681.0,-615.0,-96.0,-65.0,-19.0,-12.0,-216.0,-115.0,1
329,Wales,2,1,England,0,-291.0,-345.0,135.0,-81.0,-1338.0,161.0,-64.0,-28.0,-18.0,-18.0,-87.0,-60.0,1
330,Italy,4,2,Switzerland,0,-438.0,-120.0,-259.0,-59.0,-595.0,-936.0,46.0,33.0,0.0,13.0,78.0,13.0,1
331,Netherlands,3,3,Norway,0,491.0,321.0,58.0,112.0,1273.0,391.0,42.0,25.0,8.0,9.0,79.0,40.0,2
332,Switzerland,1,3,Austria,0,545.0,198.0,220.0,127.0,773.0,866.0,8.0,0.0,4.0,4.0,7.0,17.0,3
333,Germany,2,2,Italy,0,517.0,343.0,106.0,68.0,1402.0,629.0,26.0,22.0,5.0,-1.0,98.0,48.0,2
334,England,3,1,Northern Ireland,0,664.0,509.0,1.0,154.0,1882.0,248.0,56.0,26.0,14.0,16.0,78.0,41.0,1
335,England,6,2,Hungary,0,683.0,448.0,66.0,169.0,1654.0,438.0,37.0,14.0,5.0,18.0,4.0,7.0,1
336,Scotland,1,2,Wales,0,-267.0,-48.0,-164.0,-55.0,-200.0,-523.0,18.0,3.0,11.0,4.0,21.0,37.0,3
337,France,1,0,Yugoslavia,0,645.0,335.0,173.0,137.0,1138.0,791.0,29.0,18.0,6.0,5.0,60.0,31.0,1
338,Brazil,3,2,Peru,0,618.0,507.0,-7.0,118.0,1703.0,338.0,91.0,68.0,8.0,15.0,208.0,72.0,1
339,Argentina,2,1,Chile,0,530.0,408.0,-16.0,138.0,1299.0,277.0,48.0,32.0,8.0,8.0,97.0,44.0,1
340,Paraguay,4,2,Uruguay,0,-476.0,-284.0,-96.0,-96.0,-944.0,-403.0,-29.0,-17.0,-10.0,-2.0,-57.0,-36.0,1
341,Brazil,6,4,Chile,0,508.0,483.0,-64.0,89.0,1560.0,133.0,76.0,62.0,3.0,11.0,189.0,56.0,1
342,Peru,2,4,Uruguay,0,-571.0,-304.0,-125.0,-142.0,-1056.0,-597.0,-38.0,-19.0,-10.0,-9.0,-66.0,-41.0,3
343,Argentina,6,1,Paraguay,0,545.0,412.0,12.0,121.0,1330.0,288.0,54.0,36.0,13.0,5.0,107.0,55.0,1
344,Chile,3,0,Uruguay,0,-461.0,-280.0,-68.0,-113.0,-913.0,-392.0,-23.0,-13.0,-5.0,-5.0,-47.0,-25.0,1
345,Brazil,5,0,Paraguay,0,523.0,487.0,-36.0,72.0,1591.0,144.0,82.0,66.0,8.0,8.0,199.0,67.0,1
346,Argentina,1,0,Peru,0,640.0,432.0,41.0,167.0,1442.0,482.0,63.0,38.0,13.0,12.0,116.0,60.0,1
347,Brazil,3,2,Uruguay,0,47.0,203.0,-132.0,-24.0,647.0,-259.0,53.0,49.0,-2.0,6.0,142.0,31.0,1
348,Argentina,2,3,Uruguay,0,69.0,128.0,-84.0,25.0,386.0,-115.0,25.0,19.0,3.0,3.0,50.0,19.0,3
349,France,1,2,Austria,0,557.0,318.0,114.0,125.0,1042.0,602.0,37.0,22.0,6.0,9.0,77.0,30.0,3
350,Argentina,1,0,Brazil,0,22.0,-75.0,48.0,49.0,-261.0,144.0,-28.0,-30.0,5.0,-3.0,-92.0,-12.0,1
351,Germany,2,2,Netherlands,0,106.0,113.0,-19.0,12.0,370.0,56.0,59.0,40.0,11.0,8.0,140.0,77.0,2
352,Argentina,2,0,Brazil,0,22.0,-75.0,48.0,49.0,-261.0,144.0,-28.0,-30.0,5.0,-3.0,-92.0,-12.0,1
353,Belgium,3,1,France,0,-53.0,-68.0,28.0,-13.0,-78.0,104.0,-18.0,-14.0,0.0,-4.0,-52.0,-5.0,1
354,Czechoslovakia,5,3,Switzerland,0,-617.0,-203.0,-280.0,-134.0,-867.0,-1083.0,-7.0,-1.0,-3.0,-3.0,-6.0,-19.0,1
355,Netherlands,2,1,Switzerland,0,-27.0,110.0,-134.0,-3.0,437.0,-363.0,13.0,15.0,-6.0,4.0,36.0,-16.0,1
356,Wales,4,1,Northern Ireland,0,373.0,164.0,136.0,73.0,544.0,409.0,-8.0,-2.0,-4.0,-2.0,-9.0,-19.0,1
357,Germany,4,0,France,0,67.0,103.0,-47.0,11.0,538.0,-43.0,43.0,33.0,3.0,7.0,106.0,48.0,1
358,Luxembourg,2,3,Germany,0,-716.0,-496.0,-47.0,-173.0,-1883.0,-494.0,-109.0,-67.0,-22.0,-20.0,-226.0,-125.0,3
359,Belgium,2,1,Netherlands,0,-14.0,-58.0,56.0,-12.0,-246.0,203.0,-2.0,-7.0,8.0,-3.0,-18.0,24.0,1
360,Switzerland,1,5,Hungary,0,502.0,165.0,221.0,116.0,634.0,803.0,5.0,-3.0,3.0,5.0,-37.0,7.0,3
361,Scotland,3,1,England,0,-558.0,-393.0,-29.0,-136.0,-1538.0,-362.0,-46.0,-25.0,-7.0,-14.0,-66.0,-23.0,1
362,Belgium,1,2,Switzerland,0,-41.0,52.0,-78.0,-15.0,191.0,-160.0,11.0,8.0,2.0,1.0,18.0,8.0,3
363,Germany,1,0,Belgium,0,120.0,171.0,-75.0,24.0,616.0,-147.0,61.0,47.0,3.0,11.0,158.0,53.0,1
364,Netherlands,1,0,Belgium,0,14.0,58.0,-56.0,12.0,246.0,-203.0,2.0,7.0,-8.0,3.0,18.0,-24.0,1
365,Switzerland,0,1,Germany,0,-79.0,-223.0,153.0,-9.0,-807.0,307.0,-72.0,-55.0,-5.0,-12.0,-176.0,-61.0,3
366,Norway,0,6,England,0,-699.0,-494.0,-37.0,-168.0,-1856.0,-389.0,-61.0,-27.0,-16.0,-18.0,-84.0,-56.0,3
367,Germany,8,0,Denmark,0,64.0,135.0,-88.0,17.0,519.0,-96.0,89.0,58.0,16.0,15.0,196.0,99.0,1
368,Sweden,0,4,England,0,-605.0,-423.0,-38.0,-144.0,-1618.0,-394.0,-18.0,-10.0,0.0,-8.0,-11.0,9.0,3
369,Switzerland,0,1,Republic of Ireland,0,525.0,207.0,225.0,93.0,874.0,922.0,24.0,10.0,14.0,0.0,40.0,54.0,3
370,Finland,0,8,England,0,-740.0,-529.0,-33.0,-178.0,-1978.0,-409.0,-69.0,-29.0,-19.0,-21.0,-91.0,-64.0,3
371,France,0,2,Republic of Ireland,0,537.0,327.0,119.0,91.0,1143.0,658.0,53.0,32.0,16.0,5.0,110.0,67.0,3
